123.08506,41.02034
123.08438,41.01954
123.08567,41.02083
123.08562,41.01964
123.08431,41.01809
123.08438,41.01681
123.08287,41.01779
123.08287,41.01583
123.08411,41.01537
123.08456,41.01608
123.08567,41.01472
123.08433,41.01662
123.08313,41.01563
123.08374,41.0138
123.08317,41.01274
123.08471,41.01439
123.08556,41.0134
123.0854,41.01309
123.08465,41.01274
123.08484,41.01356
123.08315,41.01241
123.08147,41.01405
123.07988,41.01313
123.08002,41.01325
123.08067,41.01126
123.0802,41.011
123.0789,41.00992
123.08077,41.01002
123.08049,41.00873
123.0798,41.00882
123.07958,41.01059
123.07838,41.0099
123.07712,41.01173
123.07868,41.01295
123.08,41.01134
123.08007,41.01021
123.0813,41.01162
123.08294,41.01322
123.08123,41.01342
123.08055,41.01251
123.08163,41.01067
123.07995,41.00904
123.0787,41.01
123.07824,41.01051
123.07816,41.01014
123.07895,41.01116
123.07966,41.01302
123.07896,41.01269
123.07885,41.01331
123.07993,41.01329
123.0785,41.01361
123.07948,41.0152
123.08061,41.01551
123.08036,41.01724
123.08143,41.01624
123.08117,41.01602
123.07988,41.01746
123.07832,41.01752
123.0772,41.01934
123.07524,41.01858
123.07568,41.02022
123.07686,41.0216
123.07699,41.0217
123.07749,41.0197
123.07578,41.01981
123.07403,41.0181
123.07425,41.01644
123.07478,41.0159
123.07535,41.0175
123.07526,41.01815
