121.74061,31.24221
121.74155,31.2424
121.73991,31.24214
121.74166,31.24086
121.74348,31.24108
121.74455,31.24056
121.74455,31.24214
121.74372,31.24386
121.74525,31.24355
121.74571,31.24295
121.74736,31.24437
121.74644,31.24319
121.74693,31.24322
121.74638,31.24247
121.74439,31.24128
121.74582,31.24072
121.7472,31.24075
121.74534,31.23985
121.74614,31.23847
121.7448,31.23757
121.74662,31.23736
121.7479,31.23605
121.7465,31.23789
121.74721,31.23742
121.74668,31.23834
121.74683,31.23771
121.74847,31.23787
121.74713,31.23727
121.74641,31.23683
121.74804,31.2385
121.74924,31.23861
121.7484,31.23898
121.74943,31.2407
121.74819,31.24048
121.74977,31.242
121.74968,31.24202
121.74769,31.24359
121.74571,31.24246
121.74535,31.24429
121.7453,31.24549
121.74524,31.24487
121.74397,31.24342
121.74478,31.24354
121.7442,31.24166
121.74527,31.23984
121.74668,31.24064
121.74469,31.24108
121.74471,31.24202
121.74451,31.24341
121.74533,31.24471
121.74396,31.24502
121.74356,31.24516
121.74323,31.24661
121.7425,31.24774
121.74298,31.24785
121.74169,31.24876
121.74154,31.24707
121.74303,31.24674
121.74337,31.2482
121.74375,31.24776
121.74542,31.24896
121.74443,31.24894
121.74639,31.24953
121.74541,31.24789
121.74362,31.24629
121.74216,31.24479
121.74333,31.24415
121.74479,31.24608
121.74474,31.24549
121.74439,31.24366
121.74374,31.24284
121.7429,31.24191
121.74157,31.24123
121.74241,31.24069
121.74147,31.24175
121.74302,31.24318
121.74484,31.2436
121.74669,31.24217
121.74532,31.24349
121.74585,31.24206
121.74711,31.24184
121.74715,31.24377
121.74544,31.24442
121.74481,31.24403
121.74406,31.2428
121.7439,31.24325
121.7441,31.24264
121.74458,31.24422
121.74625,31.24472
121.74768,31.2447
