123.10692,41.00744
123.10524,41.00665
123.10605,41.00795
123.10677,41.00776
123.10742,41.00783
123.10568,41.009
123.1065,41.0077
123.10664,41.00606
123.10859,41.00683
123.11047,41.00828
123.11029,41.0084
123.11084,41.00891
123.11281,41.00719
123.11372,41.00732
123.11225,41.00909
123.1126,41.00719
123.11231,41.00838
123.11166,41.00694
123.11153,41.00689
123.11015,41.00524
123.10939,41.00324
123.11053,41.002
123.10945,41.00053
123.10841,40.99859
123.10808,41.00003
123.10721,41.00002
123.10835,41.00135
123.10995,41.00327
123.11052,41.00238
123.1125,41.00106
123.1119,41.00178
123.11087,41.00054
123.11285,41.00017
123.11312,41.00125
123.11288,40.99964
123.11419,41.00078
123.11382,41.00162
123.11563,41.00286
123.11367,41.00318
123.11565,41.00133
123.11519,40.99979
123.11477,41.00062
123.11554,41.00183
123.11642,41.00004
123.11622,41.0002
123.11733,40.99866
123.11718,41.00047
123.11795,41.00058
123.11889,40.99902
123.11722,40.99734
123.11642,40.99761
123.11748,40.99919
123.11549,40.9994
123.11454,41.00019
123.11334,40.99929
123.11441,40.99942
123.11327,41.00078
123.11385,41.00131
123.11234,41.00192
123.11196,41.00181
123.11068,41.00299
123.11004,41.00436
123.1093,41.00304
123.11031,41.00245
123.1121,41.0039
123.11373,41.00505
123.11487,41.00308
123.11682,41.00154
123.11744,41.00032
123.118,40.99992
