122.91601,40.9994
122.91769,40.99987
122.91838,40.99923
122.91752,40.99991
122.91538,41.00014
122.91522,40.99907
122.91536,41.00061
122.91441,41.00242
122.91451,41.00399
122.91325,41.00462
122.91352,41.00166
122.91353,41.003
122.91532,41.00249
122.91559,41.00199
122.91395,41.0013
122.91202,41.00284
122.91144,41.00354
122.91131,41.00185
122.91139,41.00112
122.90955,40.99995
122.90805,40.99911
122.90843,40.99871
122.90782,40.99805
122.90682,40.99754
122.90724,40.99886
122.90632,40.9995
122.90704,40.99938
122.90776,41.00102
122.90883,41.0012
122.90941,41.00053
122.91212,41.00032
122.91232,40.99937
122.91079,40.99943
122.91093,41.00087
122.90934,41.00032
122.91087,40.99981
122.90939,40.99957
122.90995,40.99814
122.91029,41.00009
122.91064,41.00128
122.91262,41.00314
122.91286,41.00374
122.91051,41.00336
122.91083,41.00376
122.91106,41.00293
122.91156,41.00344
122.91233,41.00251
122.91279,41.0011
122.91095,41.00155
122.91068,41.00213
