116.37703,39.87826
116.37573,39.87875
116.37537,39.87883
116.3749,39.88055
116.37548,39.87896
116.37567,39.87741
116.37677,39.87619
116.37521,39.87635
116.37567,39.87701
116.37744,39.87841
116.37618,39.87759
116.37467,39.87685
116.37274,39.87681
116.37102,39.87816
116.37279,39.87749
116.37428,39.8788
116.37594,39.87933
116.37556,39.87951
116.37501,39.88139
116.37476,39.88017
116.37467,39.87951
116.37401,39.87769
116.37366,39.87735
116.37421,39.87914
116.37267,39.87943
116.37295,39.87816
116.37098,39.87976
116.37261,39.88132
116.37314,39.88092
116.37258,39.88057
116.37174,39.88079
116.37174,39.87947
116.37087,39.87968
116.37169,39.88135
116.373,39.88021
116.37447,39.87825
116.37582,39.87792
116.37616,39.87655
116.37717,39.87612
116.37771,39.87681
116.37788,39.87844
116.37616,39.87644
116.37451,39.87736
116.37447,39.87608
116.37588,39.87593
116.37621,39.8777
116.37782,39.87727
116.37665,39.8774
116.37852,39.87802
116.37906,39.87939
116.37916,39.87775
116.38024,39.87658
116.37876,39.87858
116.38032,39.87775
116.37855,39.87921
116.37885,39.87962
116.37687,39.87966
116.37556,39.8803
116.37667,39.88091
116.37756,39.88232
116.37894,39.88077
116.37918,39.88089
116.38044,39.88042
116.38157,39.88122
116.37981,39.88139
116.37835,39.88098
116.37907,39.8796
116.38076,39.8809
116.3827,39.87976
116.38455,39.88157
116.38467,39.88042
116.38532,39.8804
116.38621,39.88192
116.38673,39.88386
116.38599,39.88303
116.38693,39.88117
116.3871,39.88305
116.38856,39.88346
116.38818,39.88361
116.38985,39.88374
116.39069,39.882
116.39107,39.88362
116.39178,39.88287
116.3906,39.88216
116.39182,39.88359
116.39189,39.88224
116.39208,39.88298
116.39145,39.88125
116.3925,39.88022
116.39164,39.88214
116.39224,39.88065
116.39123,39.88238
116.39212,39.88132
116.39337,39.88071
116.39347,39.87886
116.39414,39.87976
116.39235,39.87836
116.3939,39.87699
116.39577,39.8762
116.39473,39.87657
116.39468,39.87846
116.39276,39.8803
116.39307,39.88083
116.39425,39.88016
116.39245,39.88185
116.39179,39.88277
116.3898,39.88185
116.38829,39.88241
116.3868,39.88084
116.38617,39.88267
